Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
Government,Mexico," VTT "," Low ",1940," $250.00 "," $350.00 "," $679,000.00 "," $13,580.00 "," $665,420.00 "," $504,400.00 "," $161,020.00 ",12/1/2013,12," December ",2013
"Channel Partners",Canada," Carretera "," Low ",908," $3.00 "," $12.00 "," $10,896.00 "," $326.88 "," $10,569.12 "," $2,724.00 "," $7,845.12 ",12/1/2013,12," December ",2013
Midmarket,France," Paseo "," Low ",2261," $10.00 "," $15.00 "," $33,915.00 "," $1,356.60 "," $32,558.40 "," $22,610.00 "," $9,948.40 ",12/1/2013,12," December ",2013
Government,Canada," Amarilla "," Low ",1778," $260.00 "," $350.00 "," $622,300.00 "," $24,892.00 "," $597,408.00 "," $462,280.00 "," $135,128.00 ",12/1/2013,12," December ",2013
"Small Business",Mexico," Montana "," Medium ",1100," $5.00 "," $300.00 "," $330,000.00 "," $16,500.00 "," $313,500.00 "," $275,000.00 "," $38,500.00 ",12/1/2013,12," December ",2013
Government,Canada," Paseo "," Medium ",1802," $10.00 "," $20.00 "," $36,040.00 "," $1,802.00 "," $34,238.00 "," $18,020.00 "," $16,218.00 ",12/1/2013,12," December ",2013
Government,France," Paseo "," Medium ",2136," $10.00 "," $7.00 "," $14,952.00 "," $747.60 "," $14,204.40 "," $10,680.00 "," $3,524.40 ",12/1/2013,12," December ",2013
Midmarket,Germany," Paseo "," Medium ",2116," $10.00 "," $15.00 "," $31,740.00 "," $1,587.00 "," $30,153.00 "," $21,160.00 "," $8,993.00 ",12/1/2013,12," December ",2013
Government,France," Velo "," Medium ",1033," $120.00 "," $20.00 "," $20,660.00 "," $1,033.00 "," $19,627.00 "," $10,330.00 "," $9,297.00 ",12/1/2013,12," December ",2013
Enterprise,Germany," Carretera "," Medium ",887," $3.00 "," $125.00 "," $110,875.00 "," $6,652.50 "," $104,222.50 "," $106,440.00 "," $(2,217.50)",12/1/2013,12," December ",2013
"Small Business",Canada," VTT "," Medium ",2436," $250.00 "," $300.00 "," $730,800.00 "," $43,848.00 "," $686,952.00 "," $609,000.00 "," $77,952.00 ",12/1/2013,12," December ",2013
Government,Germany," Paseo "," Medium ",2125," $10.00 "," $7.00 "," $14,875.00 "," $1,041.25 "," $13,833.75 "," $10,625.00 "," $3,208.75 ",12/1/2013,12," December ",2013
Government,"United States of America"," Velo "," Medium ",1421," $120.00 "," $20.00 "," $28,420.00 "," $1,989.40 "," $26,430.60 "," $14,210.00 "," $12,220.60 ",12/1/2013,12," December ",2013
Government,Germany," Velo "," Medium ",588," $120.00 "," $20.00 "," $11,760.00 "," $823.20 "," $10,936.80 "," $5,880.00 "," $5,056.80 ",12/1/2013,12," December ",2013
Government,Mexico," Paseo "," Medium ",1946," $10.00 "," $7.00 "," $13,622.00 "," $1,089.76 "," $12,532.24 "," $9,730.00 "," $2,802.24 ",12/1/2013,12," December ",2013
"Small Business","United States of America"," VTT "," Medium ",808," $250.00 "," $300.00 "," $242,400.00 "," $19,392.00 "," $223,008.00 "," $202,000.00 "," $21,008.00 ",12/1/2013,12," December ",2013
"Channel Partners",Mexico," Amarilla "," Medium ",1375," $260.00 "," $12.00 "," $16,500.00 "," $1,320.00 "," $15,180.00 "," $4,125.00 "," $11,055.00 ",12/1/2013,12," December ",2013
Government,Canada," Montana "," Medium ",1611," $5.00 "," $7.00 "," $11,277.00 "," $1,014.93 "," $10,262.07 "," $8,055.00 "," $2,207.07 ",12/1/2013,12," December ",2013
"Small Business",Germany," Montana "," Medium ",334," $5.00 "," $300.00 "," $100,200.00 "," $9,018.00 "," $91,182.00 "," $83,500.00 "," $7,682.00 ",12/1/2013,12," December ",2013
"Channel Partners",France," Amarilla "," Medium ",306," $260.00 "," $12.00 "," $3,672.00 "," $330.48 "," $3,341.52 "," $918.00 "," $2,423.52 ",12/1/2013,12," December ",2013
Enterprise,France," Carretera "," High ",1482," $3.00 "," $125.00 "," $185,250.00 "," $18,525.00 "," $166,725.00 "," $177,840.00 "," $(11,115.00)",12/1/2013,12," December ",2013
Enterprise,Canada," Velo "," High ",1916," $120.00 "," $125.00 "," $239,500.00 "," $23,950.00 "," $215,550.00 "," $229,920.00 "," $(14,370.00)",12/1/2013,12," December ",2013
Government,Germany," VTT "," High ",1870," $250.00 "," $350.00 "," $654,500.00 "," $65,450.00 "," $589,050.00 "," $486,200.00 "," $102,850.00 ",12/1/2013,12," December ",2013
"Small Business",France," Montana "," High ",1186," $5.00 "," $300.00 "," $355,800.00 "," $42,696.00 "," $313,104.00 "," $296,500.00 "," $16,604.00 ",12/1/2013,12," December ",2013
Midmarket,Mexico," Paseo "," High ",380," $10.00 "," $15.00 "," $5,700.00 "," $684.00 "," $5,016.00 "," $3,800.00 "," $1,216.00 ",12/1/2013,12," December ",2013
"Channel Partners",Germany," Amarilla "," High ",1770," $260.00 "," $12.00 "," $21,240.00 "," $2,761.20 "," $18,478.80 "," $5,310.00 "," $13,168.80 ",12/1/2013,12," December ",2013
"Channel Partners","United States of America"," Amarilla "," High ",2015," $260.00 "," $12.00 "," $24,180.00 "," $3,385.20 "," $20,794.80 "," $6,045.00 "," $14,749.80 ",12/1/2013,12," December ",2013
Enterprise,Mexico," Carretera "," High ",2821," $3.00 "," $125.00 "," $352,625.00 "," $49,367.50 "," $303,257.50 "," $338,520.00 "," $(35,262.50)",12/1/2013,12," December ",2013
Government,France," VTT "," High ",1281," $250.00 "," $350.00 "," $448,350.00 "," $62,769.00 "," $385,581.00 "," $333,060.00 "," $52,521.00 ",12/1/2013,12," December ",2013
Enterprise,"United States of America"," Velo "," High ",2438," $120.00 "," $125.00 "," $304,750.00 "," $45,712.50 "," $259,037.50 "," $292,560.00 "," $(33,522.50)",12/1/2013,12," December ",2013
