Segment,Country,Product,"Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales",Discounts,Sales,COGS,Profit,Date,"Month Number","Month Name",Year
"Small Business",Germany," Carretera "," Low ",214," $3.00 "," $300.00 "," $64,200.00 "," $1,284.00 "," $62,916.00 "," $53,500.00 "," $9,416.00 ",10/1/2013,10," October ",2013
"Small Business",Germany," Paseo "," Low ",1414.5," $10.00 "," $300.00 "," $424,350.00 "," $16,974.00 "," $407,376.00 "," $353,625.00 "," $53,751.00 ",4/1/2014,4," April ",2014
"Small Business","United States of America"," Paseo "," Low ",2918," $10.00 "," $300.00 "," $875,400.00 "," $35,016.00 "," $840,384.00 "," $729,500.00 "," $110,884.00 ",5/1/2014,5," May ",2014
"Small Business",Germany," Paseo "," Low ",689," $10.00 "," $300.00 "," $206,700.00 "," $6,201.00 "," $200,499.00 "," $172,250.00 "," $28,249.00 ",6/1/2014,6," June ",2014
"Small Business",France," Paseo "," Low ",2434.5," $10.00 "," $300.00 "," $730,350.00 "," $21,910.50 "," $708,439.50 "," $608,625.00 "," $99,814.50 ",1/1/2014,1," January ",2014
"Small Business",Mexico," VTT "," Low ",494," $250.00 "," $300.00 "," $148,200.00 "," $1,482.00 "," $146,718.00 "," $123,500.00 "," $23,218.00 ",10/1/2013,10," October ",2013
"Small Business","United States of America"," Montana "," Low ",2498," $5.00 "," $300.00 "," $749,400.00 "," $7,494.00 "," $741,906.00 "," $624,500.00 "," $117,406.00 ",9/1/2013,9," September ",2013
"Small Business","United States of America"," Montana "," Low ",2301," $5.00 "," $300.00 "," $690,300.00 "," $6,903.00 "," $683,397.00 "," $575,250.00 "," $108,147.00 ",4/1/2014,4," April ",2014
"Small Business","United States of America"," VTT "," Low ",2844," $250.00 "," $300.00 "," $853,200.00 "," $25,596.00 "," $827,604.00 "," $711,000.00 "," $116,604.00 ",2/1/2014,2," February ",2014
"Small Business",Mexico," Amarilla "," Low ",1101," $260.00 "," $300.00 "," $330,300.00 "," $6,606.00 "," $323,694.00 "," $275,250.00 "," $48,444.00 ",3/1/2014,3," March ",2014
"Small Business",Germany," VTT "," Low ",986," $250.00 "," $300.00 "," $295,800.00 "," $2,958.00 "," $292,842.00 "," $246,500.00 "," $46,342.00 ",9/1/2014,9," September ",2014
"Small Business",Mexico," Carretera "," Low ",494," $3.00 "," $300.00 "," $148,200.00 "," $1,482.00 "," $146,718.00 "," $123,500.00 "," $23,218.00 ",10/1/2013,10," October ",2013
"Small Business",Canada," VTT "," Low ",1874," $250.00 "," $300.00 "," $562,200.00 "," $16,866.00 "," $545,334.00 "," $468,500.00 "," $76,834.00 ",8/1/2014,8," August ",2014
"Small Business","United States of America"," Paseo "," Low ",2905," $10.00 "," $300.00 "," $871,500.00 "," $8,715.00 "," $862,785.00 "," $726,250.00 "," $136,535.00 ",11/1/2014,11," November ",2014
"Small Business",Canada," Paseo "," Low ",1916," $10.00 "," $300.00 "," $574,800.00 "," $11,496.00 "," $563,304.00 "," $479,000.00 "," $84,304.00 ",12/1/2014,12," December ",2014
